Venda;Compra;Máximo;Mínimo;Variação(R$);Variação(%);Abertura;Data;
2.2201;2.2211;2.2242;2.2111;0.0096;0.434;0.0000;15/07/2014 00:00:00;
2.2100;2.2115;2.2208;2.2100;-0.0100;-0.450;0.0000;14/07/2014 00:00:00;
2.2195;2.2215;2.2260;2.2185;-0.0009;-0.040;0.0000;11/07/2014 00:00:00;
2.2214;2.2224;2.2259;2.2119;0.0054;0.244;0.0000;10/07/2014 00:00:00;
2.2140;2.2170;2.2140;2.2140;0.0024;0.108;0.0000;09/07/2014 00:00:00;
2.2134;2.2146;2.2270;2.2085;-0.0094;-0.423;0.0000;08/07/2014 00:00:00;
2.2235;2.2240;2.2244;2.2139;0.0085;0.384;0.0000;07/07/2014 00:00:00;
2.2135;2.2155;2.2149;2.2115;0.0039;0.176;0.0000;04/07/2014 00:00:00;
2.2109;2.2116;2.2396;2.2109;-0.0127;-0.571;0.0000;03/07/2014 00:00:00;
2.2234;2.2243;2.2252;2.2040;0.0193;0.875;0.0000;02/07/2014 00:00:00;
2.2030;2.2050;2.2180;2.1998;-0.0050;-0.226;0.0000;01/07/2014 00:00:00;
2.2090;2.2100;2.2130;2.1955;0.0146;0.665;0.0000;30/06/2014 00:00:00;
2.1934;2.1954;2.2060;2.1930;-0.0009;-0.041;0.0000;27/06/2014 00:00:00;
2.1953;2.1963;2.2120;2.1953;-0.0097;-0.440;0.0000;26/06/2014 00:00:00;
2.2045;2.2060;2.2115;2.2010;-0.0207;-0.930;0.0000;25/06/2014 00:00:00;
2.2247;2.2267;2.2253;2.2125;0.0089;0.401;0.0000;24/06/2014 00:00:00;
2.2173;2.2178;2.2261;2.2158;-0.0135;-0.605;0.0000;23/06/2014 00:00:00;
2.2303;2.2313;2.2398;2.2295;0.0013;0.058;0.0000;20/06/2014 00:00:00;
2.2288;2.2300;2.2575;2.2277;-0.0270;-1.196;0.0000;18/06/2014 00:00:00;
2.2555;2.2570;2.2627;2.2315;0.0193;0.862;0.0000;17/06/2014 00:00:00;
2.2372;2.2377;2.2372;2.2270;0.0076;0.341;0.0000;16/06/2014 00:00:00;
2.2296;2.2301;2.2396;2.2265;-0.0029;-0.130;0.0000;13/06/2014 00:00:00;
2.2300;2.2330;2.2320;2.2290;-0.0010;-0.045;0.0000;12/06/2014 00:00:00;
2.2325;2.2340;2.2353;2.2266;0.0059;0.265;0.0000;11/06/2014 00:00:00;
2.2271;2.2281;2.2327;2.2221;-0.0029;-0.130;0.0000;10/06/2014 00:00:00;
2.2295;2.2310;2.2407;2.2247;-0.0186;-0.827;0.0000;09/06/2014 00:00:00;
2.2487;2.2496;2.2547;2.2395;-0.0112;-0.495;0.0000;06/06/2014 00:00:00;
2.2603;2.2608;2.2762;2.2603;-0.0228;-0.998;0.0000;05/06/2014 00:00:00;
2.2831;2.2836;2.2880;2.2686;0.0054;0.237;0.0000;04/06/2014 00:00:00;
2.2777;2.2782;2.2807;2.2575;0.0027;0.119;0.0000;03/06/2014 00:00:00;
2.2750;2.2755;2.2750;2.2465;0.0347;1.549;0.0000;02/06/2014 00:00:00;
2.2398;2.2408;2.2443;2.2260;0.0168;0.755;0.0000;30/05/2014 00:00:00;
2.2225;2.2240;2.2322;2.2165;-0.0115;-0.514;0.0000;29/05/2014 00:00:00;
2.2346;2.2355;2.2467;2.2324;-0.0052;-0.232;0.0000;28/05/2014 00:00:00;
2.2397;2.2407;2.2423;2.2290;0.0167;0.751;0.0000;27/05/2014 00:00:00;
2.2220;2.2240;2.2256;2.2178;0.0000;0.000;0.0000;26/05/2014 00:00:00;
2.2225;2.2240;2.2241;2.2145;0.0083;0.375;0.0000;23/05/2014 00:00:00;
2.2148;2.2157;2.2185;2.2040;0.0052;0.235;0.0000;22/05/2014 00:00:00;
2.2085;2.2105;2.2146;2.2075;-0.0065;-0.293;0.0000;21/05/2014 00:00:00;
2.2160;2.2170;2.2192;2.2102;0.0082;0.371;0.0000;20/05/2014 00:00:00;
