Venda;Compra;Máximo;Mínimo;Variação(R$);Variação(%);Abertura;Data;
3.3170;3.3192;3.3170;3.2947;0.0093;0.281;0.0000;23/03/2018 00:00:00;
3.3089;3.3099;3.3089;3.2837;0.0414;1.267;0.0000;22/03/2018 00:00:00;
3.2676;3.2685;3.3064;3.2676;-0.0399;-1.206;0.0000;21/03/2018 00:00:00;
3.3069;3.3084;3.3089;3.2803;0.0239;0.728;0.0000;20/03/2018 00:00:00;
3.2825;3.2845;3.2947;3.2825;0.0056;0.171;0.0000;19/03/2018 00:00:00;
3.2781;3.2789;3.2939;3.2730;-0.0116;-0.353;0.0000;16/03/2018 00:00:00;
3.2898;3.2905;3.2939;3.2737;0.0295;0.905;0.0000;15/03/2018 00:00:00;
3.2602;3.2610;3.2661;3.2494;-0.0011;-0.034;0.0000;14/03/2018 00:00:00;
3.2612;3.2621;3.2640;3.2403;0.0041;0.126;0.0000;13/03/2018 00:00:00;
3.2555;3.2580;3.2643;3.2513;0.0066;0.203;0.0000;12/03/2018 00:00:00;
3.2505;3.2514;3.2652;3.2396;-0.0131;-0.401;0.0000;09/03/2018 00:00:00;
3.2615;3.2645;3.2645;3.2402;0.0204;0.629;0.0000;08/03/2018 00:00:00;
3.2429;3.2441;3.2475;3.2203;0.0336;1.047;0.0000;07/03/2018 00:00:00;
3.2097;3.2105;3.2295;3.2069;-0.0376;-1.158;0.0000;06/03/2018 00:00:00;
3.2474;3.2481;3.2626;3.2462;-0.0025;-0.077;0.0000;05/03/2018 00:00:00;
3.2493;3.2506;3.2637;3.2493;-0.0042;-0.129;0.0000;02/03/2018 00:00:00;
3.2541;3.2548;3.2681;3.2426;0.0120;0.370;0.0000;01/03/2018 00:00:00;
3.2421;3.2428;3.2491;3.2371;-0.0072;-0.222;0.0000;28/02/2018 00:00:00;
3.2475;3.2500;3.2527;3.2263;0.0174;0.538;0.0000;27/02/2018 00:00:00;
3.2319;3.2326;3.2421;3.2302;-0.0091;-0.281;0.0000;26/02/2018 00:00:00;
3.2405;3.2417;3.2463;3.2343;-0.0069;-0.212;0.0000;23/02/2018 00:00:00;
3.2479;3.2486;3.2697;3.2443;-0.0132;-0.405;0.0000;22/02/2018 00:00:00;
3.2605;3.2618;3.2605;3.2439;0.0063;0.194;0.0000;21/02/2018 00:00:00;
3.2546;3.2555;3.2546;3.2401;0.0205;0.634;0.0000;20/02/2018 00:00:00;
3.2330;3.2350;3.2359;3.2176;0.0137;0.425;0.0000;19/02/2018 00:00:00;
3.2204;3.2213;3.2434;3.2060;-0.0146;-0.451;0.0000;16/02/2018 00:00:00;
3.2346;3.2359;3.2402;3.2090;0.0085;0.263;0.0000;15/02/2018 00:00:00;
3.2261;3.2274;3.2790;3.2248;-0.0749;-2.268;0.0000;14/02/2018 00:00:00;
3.3017;3.3023;3.3164;3.2740;0.0212;0.646;0.0000;09/02/2018 00:00:00;
3.2803;3.2811;3.2984;3.2581;0.0041;0.125;0.0000;08/02/2018 00:00:00;
3.2757;3.2770;3.2773;3.2386;0.0309;0.952;0.0000;07/02/2018 00:00:00;
3.2446;3.2461;3.2757;3.2377;-0.0009;-0.028;0.0000;06/02/2018 00:00:00;
3.2455;3.2470;3.2471;3.2226;0.0325;1.011;0.0000;05/02/2018 00:00:00;
3.2137;3.2145;3.2217;3.1874;0.0455;1.436;0.0000;02/02/2018 00:00:00;
3.1683;3.1690;3.1911;3.1618;-0.0113;-0.355;0.0000;01/02/2018 00:00:00;
3.1793;3.1803;3.1866;3.1467;0.0004;0.013;0.0000;31/01/2018 00:00:00;
3.1787;3.1799;3.1921;3.1531;0.0134;0.423;0.0000;30/01/2018 00:00:00;
3.1650;3.1665;3.1704;3.1600;0.0263;0.838;0.0000;29/01/2018 00:00:00;
3.1394;3.1402;3.1524;3.1239;-0.0098;-0.311;0.0000;26/01/2018 00:00:00;
3.1470;3.1500;3.1470;3.1470;-0.0090;-0.285;0.0000;25/01/2018 00:00:00;
3.1581;3.1590;3.2271;3.1581;-0.0791;-2.443;0.0000;24/01/2018 00:00:00;
3.2374;3.2381;3.2426;3.2092;0.0289;0.901;0.0000;23/01/2018 00:00:00;
3.2085;3.2092;3.2091;3.1836;0.0079;0.247;0.0000;22/01/2018 00:00:00;
3.2006;3.2013;3.2126;3.1995;-0.0083;-0.259;0.0000;19/01/2018 00:00:00;
3.2089;3.2096;3.2212;3.2027;-0.0074;-0.230;0.0000;18/01/2018 00:00:00;
3.2157;3.2170;3.2366;3.2134;-0.0119;-0.369;0.0000;17/01/2018 00:00:00;
3.2282;3.2289;3.2358;3.2134;0.0187;0.583;0.0000;16/01/2018 00:00:00;
3.2096;3.2102;3.2105;3.1940;0.0040;0.125;0.0000;15/01/2018 00:00:00;
3.2049;3.2062;3.2279;3.2029;-0.0123;-0.382;0.0000;12/01/2018 00:00:00;
3.2178;3.2185;3.2350;3.2178;-0.0097;-0.300;0.0000;11/01/2018 00:00:00;
3.2275;3.2282;3.2515;3.2275;-0.0182;-0.561;0.0000;10/01/2018 00:00:00;
3.2457;3.2464;3.2524;3.2309;0.0101;0.312;0.0000;09/01/2018 00:00:00;
3.2356;3.2363;3.2444;3.2263;0.0027;0.083;0.0000;08/01/2018 00:00:00;
3.2323;3.2336;3.2474;3.2284;-0.0003;-0.009;0.0000;05/01/2018 00:00:00;
3.2332;3.2339;3.2398;3.2222;-0.0025;-0.077;0.0000;04/01/2018 00:00:00;
3.2349;3.2364;3.2638;3.2349;-0.0237;-0.727;0.0000;03/01/2018 00:00:00;
3.2588;3.2601;3.2892;3.2579;-0.0543;-1.638;0.0000;02/01/2018 00:00:00;
3.3133;3.3144;3.3150;3.2955;0.0025;0.075;0.0000;28/12/2017 00:00:00;
3.3109;3.3119;3.3160;3.2947;-0.0022;-0.066;0.0000;27/12/2017 00:00:00;
3.3127;3.3141;3.3310;3.3115;-0.0204;-0.612;0.0000;26/12/2017 00:00:00;
3.3336;3.3345;3.3336;3.3059;0.0255;0.771;0.0000;22/12/2017 00:00:00;
3.3083;3.3090;3.3130;3.2923;0.0145;0.440;0.0000;21/12/2017 00:00:00;
3.2937;3.2945;3.2982;3.2835;-0.0021;-0.064;0.0000;20/12/2017 00:00:00;
3.2959;3.2966;3.3054;3.2827;-0.0013;-0.039;0.0000;19/12/2017 00:00:00;
3.2964;3.2979;3.2990;3.2799;-0.0101;-0.305;0.0000;18/12/2017 00:00:00;
3.3073;3.3080;3.3305;3.3046;-0.0285;-0.854;0.0000;15/12/2017 00:00:00;
3.3358;3.3365;3.3447;3.3145;0.0206;0.621;0.0000;14/12/2017 00:00:00;
3.3149;3.3159;3.3176;3.2930;-0.0122;-0.367;0.0000;13/12/2017 00:00:00;
3.3274;3.3281;3.3312;3.2989;0.0307;0.931;0.0000;12/12/2017 00:00:00;
3.2959;3.2974;3.3010;3.2763;0.0027;0.082;0.0000;11/12/2017 00:00:00;
3.2940;3.2947;3.3071;3.2694;0.0082;0.250;0.0000;08/12/2017 00:00:00;
3.2855;3.2865;3.3147;3.2566;0.0560;1.733;0.0000;07/12/2017 00:00:00;
3.2298;3.2305;3.2441;3.2276;-0.0036;-0.111;0.0000;06/12/2017 00:00:00;
3.2334;3.2341;3.2418;3.2219;-0.0130;-0.400;0.0000;05/12/2017 00:00:00;
3.2464;3.2471;3.2609;3.2430;-0.0096;-0.295;0.0000;04/12/2017 00:00:00;
3.2552;3.2567;3.2790;3.2489;-0.0149;-0.455;0.0000;01/12/2017 00:00:00;
3.2708;3.2716;3.2845;3.2394;0.0315;0.972;0.0000;30/11/2017 00:00:00;
3.2394;3.2401;3.2472;3.2028;0.0314;0.979;0.0000;29/11/2017 00:00:00;
3.2072;3.2087;3.2254;3.2045;-0.0115;-0.357;0.0000;28/11/2017 00:00:00;
3.2194;3.2202;3.2304;3.2140;-0.0123;-0.381;0.0000;27/11/2017 00:00:00;
3.2315;3.2325;3.2337;3.2226;0.0099;0.307;0.0000;24/11/2017 00:00:00;
3.2220;3.2226;3.2407;3.2195;-0.0123;-0.380;0.0000;23/11/2017 00:00:00;
3.2338;3.2349;3.2629;3.2312;-0.0175;-0.538;0.0000;22/11/2017 00:00:00;
3.2517;3.2524;3.2637;3.2415;-0.0088;-0.270;0.0000;21/11/2017 00:00:00;
3.2606;3.2612;3.2861;3.2571;-0.0185;-0.564;0.0000;17/11/2017 00:00:00;
3.2791;3.2797;3.3067;3.2694;-0.0297;-0.897;0.0000;16/11/2017 00:00:00;
3.3088;3.3094;3.3090;3.2677;0.0108;0.327;0.0000;14/11/2017 00:00:00;
3.2973;3.2986;3.2973;3.2810;0.0181;0.552;0.0000;13/11/2017 00:00:00;
3.2785;3.2805;3.2809;3.2562;0.0206;0.632;0.0000;10/11/2017 00:00:00;
3.2589;3.2599;3.2639;3.2402;-0.0040;-0.123;0.0000;09/11/2017 00:00:00;
3.2632;3.2639;3.2676;3.2421;-0.0131;-0.400;0.0000;08/11/2017 00:00:00;
3.2763;3.2770;3.2828;3.2563;0.0180;0.552;0.0000;07/11/2017 00:00:00;
3.2580;3.2590;3.2970;3.2580;-0.0481;-1.454;0.0000;06/11/2017 00:00:00;
3.3061;3.3071;3.3314;3.2567;0.0431;1.320;0.0000;03/11/2017 00:00:00;
3.2633;3.2640;3.2878;3.2608;-0.0088;-0.269;0.0000;01/11/2017 00:00:00;
3.2718;3.2728;3.2886;3.2666;-0.0091;-0.277;0.0000;31/10/2017 00:00:00;
3.2813;3.2819;3.2840;3.2351;0.0381;1.175;0.0000;30/10/2017 00:00:00;
3.2430;3.2438;3.3007;3.2430;-0.0408;-1.242;0.0000;27/10/2017 00:00:00;
3.2840;3.2846;3.2840;3.2306;0.0395;1.217;0.0000;26/10/2017 00:00:00;
3.2444;3.2451;3.2554;3.2313;-0.0022;-0.068;0.0000;25/10/2017 00:00:00;
3.2467;3.2473;3.2620;3.2267;0.0162;0.501;0.0000;24/10/2017 00:00:00;
3.2305;3.2311;3.2325;3.1910;0.0413;1.295;0.0000;23/10/2017 00:00:00;
3.1889;3.1898;3.1914;3.1712;0.0138;0.435;0.0000;20/10/2017 00:00:00;
3.1747;3.1760;3.1777;3.1672;0.0109;0.344;0.0000;19/10/2017 00:00:00;
3.1644;3.1651;3.1785;3.1556;-0.0039;-0.123;0.0000;18/10/2017 00:00:00;
3.1680;3.1690;3.1803;3.1680;-0.0037;-0.117;0.0000;17/10/2017 00:00:00;
3.1717;3.1727;3.1719;3.1536;0.0236;0.749;0.0000;16/10/2017 00:00:00;
3.1484;3.1491;3.1786;3.1479;-0.0209;-0.659;0.0000;13/10/2017 00:00:00;
3.1690;3.1700;3.1711;3.1616;-0.0138;-0.433;0.0000;11/10/2017 00:00:00;
3.1833;3.1838;3.1833;3.1622;-0.0021;-0.066;0.0000;10/10/2017 00:00:00;
3.1852;3.1859;3.1869;3.1647;0.0273;0.864;0.0000;09/10/2017 00:00:00;
3.1573;3.1586;3.1738;3.1551;0.0062;0.197;0.0000;06/10/2017 00:00:00;
3.1514;3.1524;3.1550;3.1273;0.0210;0.671;0.0000;05/10/2017 00:00:00;
3.1307;3.1314;3.1393;3.1232;-0.0147;-0.467;0.0000;04/10/2017 00:00:00;
3.1454;3.1461;3.1636;3.1425;-0.0091;-0.288;0.0000;03/10/2017 00:00:00;
3.1545;3.1552;3.1705;3.1510;-0.0124;-0.391;0.0000;02/10/2017 00:00:00;
3.1669;3.1676;3.1865;3.1570;-0.0152;-0.478;0.0000;29/09/2017 00:00:00;
3.1823;3.1828;3.1962;3.1783;-0.0103;-0.323;0.0000;28/09/2017 00:00:00;
3.1924;3.1931;3.1962;3.1811;0.0265;0.837;0.0000;27/09/2017 00:00:00;
3.1656;3.1666;3.1718;3.1541;0.0092;0.291;0.0000;26/09/2017 00:00:00;
3.1567;3.1574;3.1586;3.1267;0.0298;0.953;0.0000;25/09/2017 00:00:00;
3.1269;3.1276;3.1354;3.1234;-0.0168;-0.534;0.0000;22/09/2017 00:00:00;
3.1437;3.1444;3.1455;3.1259;0.0150;0.479;0.0000;21/09/2017 00:00:00;
3.1289;3.1294;3.1367;3.1142;-0.0067;-0.214;0.0000;20/09/2017 00:00:00;
3.1354;3.1361;3.1382;3.1259;0.0005;0.016;0.0000;19/09/2017 00:00:00;
3.1347;3.1356;3.1347;3.1112;0.0209;0.671;0.0000;18/09/2017 00:00:00;
3.1142;3.1147;3.1300;3.1132;-0.0008;-0.026;0.0000;15/09/2017 00:00:00;
3.1150;3.1155;3.1464;3.1150;-0.0226;-0.720;0.0000;14/09/2017 00:00:00;
3.1374;3.1381;3.1413;3.1229;0.0091;0.291;0.0000;13/09/2017 00:00:00;
3.1285;3.1290;3.1351;3.1061;0.0252;0.812;0.0000;12/09/2017 00:00:00;
3.1031;3.1038;3.1031;3.0803;0.0093;0.301;0.0000;11/09/2017 00:00:00;
3.0925;3.0945;3.0977;3.0853;-0.0076;-0.245;0.0000;08/09/2017 00:00:00;
3.1010;3.1021;3.1180;3.1010;-0.0171;-0.548;0.0000;06/09/2017 00:00:00;
3.1185;3.1192;3.1266;3.1113;-0.0179;-0.571;0.0000;05/09/2017 00:00:00;
3.1364;3.1371;3.1439;3.1336;-0.0100;-0.318;0.0000;04/09/2017 00:00:00;
3.1464;3.1471;3.1464;3.1257;-0.0004;-0.013;0.0000;01/09/2017 00:00:00;
3.1470;3.1475;3.1659;3.1386;-0.0125;-0.396;0.0000;31/08/2017 00:00:00;
3.1593;3.1600;3.1717;3.1571;-0.0032;-0.101;0.0000;30/08/2017 00:00:00;
3.1627;3.1632;3.1736;3.1597;0.0009;0.028;0.0000;29/08/2017 00:00:00;
3.1618;3.1623;3.1618;3.1488;0.0079;0.250;0.0000;28/08/2017 00:00:00;
3.1534;3.1544;3.1602;3.1374;0.0071;0.226;0.0000;25/08/2017 00:00:00;
3.1463;3.1473;3.1481;3.1325;0.0052;0.165;0.0000;24/08/2017 00:00:00;
3.1411;3.1421;3.1612;3.1343;-0.0389;-1.223;0.0000;23/08/2017 00:00:00;
3.1785;3.1810;3.1785;3.1467;0.0127;0.401;0.0000;22/08/2017 00:00:00;
3.1677;3.1683;3.1707;3.1384;0.0224;0.712;0.0000;21/08/2017 00:00:00;
3.1452;3.1459;3.1729;3.1411;-0.0326;-1.026;0.0000;18/08/2017 00:00:00;
3.1778;3.1785;3.1804;3.1579;0.0322;1.023;0.0000;17/08/2017 00:00:00;
3.1448;3.1463;3.1743;3.1448;-0.0265;-0.835;0.0000;16/08/2017 00:00:00;
3.1721;3.1728;3.2024;3.1721;-0.0292;-0.912;0.0000;15/08/2017 00:00:00;
3.2012;3.2020;3.2024;3.1756;0.0279;0.879;0.0000;14/08/2017 00:00:00;
3.1734;3.1741;3.1789;3.1564;-0.0015;-0.047;0.0000;11/08/2017 00:00:00;
3.1747;3.1756;3.1747;3.1474;0.0233;0.739;0.0000;10/08/2017 00:00:00;
3.1516;3.1523;3.1516;3.1380;0.0223;0.712;0.0000;09/08/2017 00:00:00;
3.1288;3.1300;3.1358;3.1229;0.0047;0.150;0.0000;08/08/2017 00:00:00;
3.1246;3.1253;3.1327;3.1209;-0.0001;-0.003;0.0000;07/08/2017 00:00:00;
3.1247;3.1254;3.1284;3.1084;0.0118;0.379;0.0000;04/08/2017 00:00:00;
3.1129;3.1136;3.1255;3.1094;-0.0061;-0.196;0.0000;03/08/2017 00:00:00;
3.1190;3.1197;3.1355;3.1149;-0.0063;-0.202;0.0000;02/08/2017 00:00:00;
3.1245;3.1260;3.1252;3.1078;0.0077;0.247;0.0000;01/08/2017 00:00:00;
3.1176;3.1183;3.1419;3.1158;-0.0164;-0.523;0.0000;31/07/2017 00:00:00;
3.1334;3.1347;3.1566;3.1324;-0.0214;-0.678;0.0000;28/07/2017 00:00:00;
3.1554;3.1561;3.1567;3.1446;0.0119;0.378;0.0000;27/07/2017 00:00:00;
3.1426;3.1442;3.1743;3.1393;-0.0232;-0.732;0.0000;26/07/2017 00:00:00;
3.1667;3.1674;3.1709;3.1409;0.0198;0.629;0.0000;25/07/2017 00:00:00;
3.1470;3.1476;3.1512;3.1357;0.0068;0.217;0.0000;24/07/2017 00:00:00;
3.1401;3.1408;3.1405;3.1124;0.0140;0.448;0.0000;21/07/2017 00:00:00;
3.1261;3.1268;3.1519;3.1261;-0.0225;-0.714;0.0000;20/07/2017 00:00:00;
3.1486;3.1493;3.1615;3.1467;-0.0061;-0.193;0.0000;19/07/2017 00:00:00;
3.1547;3.1554;3.1744;3.1537;-0.0260;-0.817;0.0000;18/07/2017 00:00:00;
3.1799;3.1814;3.1866;3.1776;-0.0035;-0.110;0.0000;17/07/2017 00:00:00;
3.1839;3.1849;3.2060;3.1805;-0.0233;-0.726;0.0000;14/07/2017 00:00:00;
3.2075;3.2082;3.2191;3.2027;0.0007;0.022;0.0000;13/07/2017 00:00:00;
3.2067;3.2075;3.2340;3.2060;-0.0457;-1.405;0.0000;12/07/2017 00:00:00;
3.2517;3.2532;3.2671;3.2477;-0.0063;-0.193;0.0000;11/07/2017 00:00:00;
3.2589;3.2595;3.2732;3.2587;-0.0200;-0.610;0.0000;10/07/2017 00:00:00;
3.2789;3.2795;3.2969;3.2718;-0.0190;-0.576;0.0000;07/07/2017 00:00:00;
3.2979;3.2985;3.3184;3.2969;0.0059;0.179;0.0000;06/07/2017 00:00:00;
3.2919;3.2926;3.3260;3.2919;-0.0176;-0.532;0.0000;05/07/2017 00:00:00;
3.3080;3.3102;3.3090;3.3000;0.0051;0.154;0.0000;04/07/2017 00:00:00;
3.3045;3.3051;3.3225;3.2945;-0.0077;-0.232;0.0000;03/07/2017 00:00:00;
3.3123;3.3128;3.3135;3.2904;0.0048;0.145;0.0000;30/06/2017 00:00:00;
3.3075;3.3080;3.3117;3.2810;0.0231;0.703;0.0000;29/06/2017 00:00:00;
3.2836;3.2849;3.3129;3.2829;-0.0336;-1.013;0.0000;28/06/2017 00:00:00;
3.3180;3.3185;3.3312;3.3009;0.0170;0.515;0.0000;27/06/2017 00:00:00;
3.3008;3.3015;3.3328;3.2970;-0.0376;-1.126;0.0000;26/06/2017 00:00:00;
3.3385;3.3391;3.3400;3.3276;0.0036;0.108;0.0000;23/06/2017 00:00:00;
3.3349;3.3355;3.3463;3.3245;0.0029;0.087;0.0000;22/06/2017 00:00:00;
3.3320;3.3326;3.3363;3.3159;0.0018;0.054;0.0000;21/06/2017 00:00:00;
3.3302;3.3308;3.3353;3.2975;0.0459;1.397;0.0000;20/06/2017 00:00:00;
3.2843;3.2849;3.3113;3.2843;-0.0022;-0.067;0.0000;19/06/2017 00:00:00;
3.2865;3.2871;3.2935;3.2802;0.0066;0.201;0.0000;16/06/2017 00:00:00;
3.2798;3.2805;3.3093;3.2668;-0.0278;-0.840;0.0000;14/06/2017 00:00:00;
3.3078;3.3083;3.3300;3.3010;-0.0032;-0.097;0.0000;13/06/2017 00:00:00;
3.3109;3.3115;3.3249;3.2772;0.0194;0.589;0.0000;12/06/2017 00:00:00;
3.2906;3.2921;3.2906;3.2574;0.0269;0.824;0.0000;09/06/2017 00:00:00;
3.2637;3.2652;3.2872;3.2637;-0.0069;-0.211;0.0000;08/06/2017 00:00:00;
3.2714;3.2721;3.2846;3.2661;-0.0044;-0.134;0.0000;07/06/2017 00:00:00;
3.2760;3.2765;3.2992;3.2742;-0.0116;-0.353;0.0000;06/06/2017 00:00:00;
3.2866;3.2881;3.2922;3.2548;0.0335;1.029;0.0000;05/06/2017 00:00:00;
3.2531;3.2546;3.2562;3.2271;0.0079;0.243;0.0000;02/06/2017 00:00:00;
3.2460;3.2467;3.2518;3.2182;0.0103;0.318;0.0000;01/06/2017 00:00:00;
3.2357;3.2364;3.2526;3.2346;-0.0257;-0.788;0.0000;31/05/2017 00:00:00;
3.2606;3.2621;3.2696;3.2585;-0.0074;-0.226;0.0000;30/05/2017 00:00:00;
3.2689;3.2695;3.2742;3.2659;0.0041;0.126;0.0000;29/05/2017 00:00:00;
3.2647;3.2654;3.2713;3.2536;-0.0176;-0.536;0.0000;26/05/2017 00:00:00;
3.2824;3.2830;3.2946;3.2630;0.0039;0.119;0.0000;25/05/2017 00:00:00;
3.2781;3.2791;3.2798;3.2512;0.0129;0.395;0.0000;24/05/2017 00:00:00;
3.2651;3.2662;3.2829;3.2577;-0.0101;-0.308;0.0000;23/05/2017 00:00:00;
3.2750;3.2763;3.3087;3.2688;0.0192;0.589;0.0000;22/05/2017 00:00:00;
3.2536;3.2571;3.3398;3.2536;-0.1319;-3.892;0.0000;19/05/2017 00:00:00;
3.3815;3.3890;3.4059;3.3175;0.2553;8.147;0.0000;18/05/2017 00:00:00;
3.1325;3.1337;3.1325;3.0972;0.0382;1.234;0.0000;17/05/2017 00:00:00;
3.0949;3.0955;3.1051;3.0889;-0.0105;-0.338;0.0000;16/05/2017 00:00:00;
3.1054;3.1060;3.1100;3.0961;-0.0180;-0.576;0.0000;15/05/2017 00:00:00;
3.1232;3.1240;3.1465;3.1192;-0.0197;-0.627;0.0000;12/05/2017 00:00:00;
3.1431;3.1437;3.1623;3.1431;-0.0231;-0.729;0.0000;11/05/2017 00:00:00;
3.1662;3.1668;3.1686;3.1537;-0.0181;-0.568;0.0000;10/05/2017 00:00:00;
3.1836;3.1849;3.1950;3.1800;-0.0110;-0.344;0.0000;09/05/2017 00:00:00;
3.1954;3.1959;3.2053;3.1839;0.0209;0.658;0.0000;08/05/2017 00:00:00;
3.1741;3.1750;3.1883;3.1696;-0.0077;-0.242;0.0000;05/05/2017 00:00:00;
3.1812;3.1827;3.1936;3.1728;0.0242;0.766;0.0000;04/05/2017 00:00:00;
3.1560;3.1585;3.1584;3.1423;0.0051;0.162;0.0000;03/05/2017 00:00:00;
3.1516;3.1534;3.1892;3.1481;-0.0215;-0.677;0.0000;02/05/2017 00:00:00;
3.1732;3.1749;3.2109;3.1730;-0.0071;-0.223;0.0000;28/04/2017 00:00:00;
3.1805;3.1820;3.1860;3.1577;0.0090;0.284;0.0000;27/04/2017 00:00:00;
3.1715;3.1730;3.2056;3.1676;0.0215;0.682;0.0000;26/04/2017 00:00:00;
3.1490;3.1515;3.1668;3.1486;0.0248;0.793;0.0000;25/04/2017 00:00:00;
3.1257;3.1267;3.1331;3.1191;-0.0307;-0.972;0.0000;24/04/2017 00:00:00;
3.1565;3.1574;3.1684;3.1348;0.0102;0.324;0.0000;20/04/2017 00:00:00;
3.1464;3.1472;3.1464;3.1107;0.0338;1.086;0.0000;19/04/2017 00:00:00;
3.1126;3.1134;3.1230;3.0887;0.0090;0.290;0.0000;18/04/2017 00:00:00;
3.1038;3.1044;3.1095;3.0941;-0.0421;-1.338;0.0000;17/04/2017 00:00:00;
3.1455;3.1465;3.1473;3.1180;0.0126;0.402;0.0000;13/04/2017 00:00:00;
3.1324;3.1339;3.1561;3.1324;-0.0141;-0.448;0.0000;12/04/2017 00:00:00;
3.1460;3.1480;3.1515;3.1254;0.0090;0.287;0.0000;11/04/2017 00:00:00;
3.1370;3.1390;3.1486;3.1305;-0.0112;-0.356;0.0000;10/04/2017 00:00:00;
3.1489;3.1502;3.1570;3.1205;0.0045;0.143;0.0000;07/04/2017 00:00:00;
3.1447;3.1457;3.1461;3.1087;0.0308;0.989;0.0000;06/04/2017 00:00:00;
3.1137;3.1149;3.1137;3.0853;0.0171;0.552;0.0000;05/04/2017 00:00:00;
3.0973;3.0978;3.1356;3.0949;-0.0172;-0.552;0.0000;04/04/2017 00:00:00;
3.1130;3.1150;3.1265;3.1110;-0.0161;-0.514;0.0000;03/04/2017 00:00:00;
3.1296;3.1311;3.1755;3.1247;-0.0129;-0.410;0.0000;31/03/2017 00:00:00;
3.1425;3.1440;3.1433;3.1191;0.0270;0.866;0.0000;30/03/2017 00:00:00;
3.1155;3.1170;3.1396;3.1143;-0.0220;-0.701;0.0000;29/03/2017 00:00:00;
3.1370;3.1390;3.1435;3.1227;0.0096;0.307;0.0000;28/03/2017 00:00:00;
3.1283;3.1294;3.1375;3.1145;0.0211;0.679;0.0000;27/03/2017 00:00:00;
3.1070;3.1083;3.1486;3.1054;-0.0295;-0.940;0.0000;24/03/2017 00:00:00;
3.1363;3.1378;3.1384;3.1035;0.0421;1.360;0.0000;23/03/2017 00:00:00;
3.0951;3.0957;3.1025;3.0808;0.0057;0.184;0.0000;22/03/2017 00:00:00;
3.0890;3.0900;3.0929;3.0608;0.0183;0.596;0.0000;21/03/2017 00:00:00;
3.0707;3.0717;3.1127;3.0690;-0.0291;-0.938;0.0000;20/03/2017 00:00:00;
3.1002;3.1008;3.1238;3.0961;-0.0147;-0.472;0.0000;17/03/2017 00:00:00;
3.1131;3.1155;3.1204;3.0936;0.0043;0.138;0.0000;16/03/2017 00:00:00;
3.1103;3.1112;3.1747;3.1076;-0.0581;-1.833;0.0000;15/03/2017 00:00:00;
3.1687;3.1693;3.1809;3.1593;0.0171;0.542;0.0000;14/03/2017 00:00:00;
3.1517;3.1522;3.1592;3.1370;0.0087;0.277;0.0000;13/03/2017 00:00:00;
3.1415;3.1435;3.1856;3.1400;-0.0512;-1.603;0.0000;10/03/2017 00:00:00;
3.1941;3.1947;3.1966;3.1608;0.0232;0.732;0.0000;09/03/2017 00:00:00;
3.1685;3.1715;3.1763;3.1273;0.0514;1.647;0.0000;08/03/2017 00:00:00;
3.1188;3.1201;3.1243;3.1128;-0.0069;-0.221;0.0000;07/03/2017 00:00:00;
3.1263;3.1270;3.1263;3.1015;0.0120;0.385;0.0000;06/03/2017 00:00:00;
3.1130;3.1150;3.1517;3.1127;-0.0363;-1.152;0.0000;03/03/2017 00:00:00;
3.1503;3.1513;3.1529;3.1035;0.0581;1.878;0.0000;02/03/2017 00:00:00;
3.0924;3.0932;3.1165;3.0755;-0.0201;-0.646;0.0000;01/03/2017 00:00:00;
3.1118;3.1133;3.1130;3.0755;0.0568;1.858;0.0000;24/02/2017 00:00:00;
3.0545;3.0565;3.0755;3.0545;-0.0140;-0.456;0.0000;23/02/2017 00:00:00;
3.0685;3.0705;3.0933;3.0685;-0.0200;-0.647;0.0000;22/02/2017 00:00:00;
3.0899;3.0905;3.1050;3.0865;0.0019;0.062;0.0000;21/02/2017 00:00:00;
3.0873;3.0886;3.1029;3.0841;-0.0042;-0.136;0.0000;20/02/2017 00:00:00;
3.0921;3.0928;3.1064;3.0784;0.0087;0.282;0.0000;17/02/2017 00:00:00;
3.0830;3.0841;3.0830;3.0442;0.0171;0.558;0.0000;16/02/2017 00:00:00;
3.0650;3.0670;3.0924;3.0557;-0.0290;-0.937;0.0000;15/02/2017 00:00:00;
3.0940;3.0960;3.1249;3.0938;-0.0141;-0.453;0.0000;14/02/2017 00:00:00;
3.1095;3.1101;3.1226;3.1095;0.0009;0.029;0.0000;13/02/2017 00:00:00;
3.1085;3.1092;3.1242;3.1073;-0.0207;-0.661;0.0000;10/02/2017 00:00:00;
3.1284;3.1299;3.1328;3.1140;0.0102;0.327;0.0000;09/02/2017 00:00:00;
3.1189;3.1197;3.1281;3.1143;0.0025;0.080;0.0000;08/02/2017 00:00:00;
3.1166;3.1172;3.1344;3.1166;-0.0088;-0.282;0.0000;07/02/2017 00:00:00;
3.1245;3.1260;3.1247;3.1085;0.0025;0.080;0.0000;06/02/2017 00:00:00;
3.1230;3.1235;3.1371;3.1073;0.0016;0.051;0.0000;03/02/2017 00:00:00;
3.1204;3.1219;3.1278;3.1095;-0.0281;-0.892;0.0000;02/02/2017 00:00:00;
3.1485;3.1500;3.1610;3.1345;-0.0010;-0.032;0.0000;01/02/2017 00:00:00;
3.1491;3.1510;3.1553;3.1032;0.0234;0.748;0.0000;31/01/2017 00:00:00;
3.1261;3.1276;3.1525;3.1143;-0.0244;-0.774;0.0000;30/01/2017 00:00:00;
